id,dificultad,tema,enunciado,input_desc,output_desc,restricciones,ejemplo_entrada,ejemplo_salida,codigo,explicacion,tiempo,memoria
ex_0027,dificil,linked_list,"Dada la cabeza de una lista enlazada y un entero k, invierte los nodos de la lista en grupos consecutivos de tamaño k. Si al final quedan menos de k nodos, ese segmento final debe permanecer en el mismo orden. Devuelve la cabeza de la lista resultante.",La cabeza de una lista enlazada y un entero k.,La cabeza de la lista enlazada después de invertir cada grupo completo de tamaño k.,"1 ? k ? n ? 5000Si un grupo final tiene menos de k nodos, no se invierteSe deben modificar enlaces entre nodos, no los valores","head = [1,2,3,4,5], k = 3","[3,2,1,4,5]","class ListNode:    def __init__(self, val=0, next=None):        self.val = val        self.next = nextdef reverse_k_group(head, k):    dummy = ListNode(0, head)    group_prev = dummy    while True:        # Encontrar el k-ésimo nodo desde group_prev        kth = group_prev        for _ in range(k):            kth = kth.next            if not kth:                return dummy.next        group_next = kth.next        # Revertir el grupo        prev = group_next        curr = group_prev.next        while curr != group_next:            nxt = curr.next            curr.next = prev            prev = curr            curr = nxt        # Conectar el grupo revertido        tmp = group_prev.next  # será el final del grupo después de invertir        group_prev.next = kth        group_prev = tmp","Se procesa la lista por bloques. Para cada bloque, primero se verifica que existan k nodos. Luego se invierte el segmento apuntando cada nodo hacia el anterior, y finalmente se reconectan los extremos del bloque con el resto de la lista.",O(n),O(1)
ex_0028,facil,two_pointers,"Dado un arreglo de enteros ordenado en forma no decreciente, elimina los valores duplicados de manera que cada elemento único aparezca una sola vez. El arreglo debe modificarse directamente y se debe devolver la cantidad de elementos únicos.",Un arreglo de enteros ordenado en forma no decreciente.,Un entero que indica cuántos elementos únicos hay en el arreglo después de eliminar duplicados.,El arreglo contiene al menos un elementoEl arreglo ya está ordenadoLa modificación debe realizarse directamente sobre el arreglo,"nums = [0,0,1,1,1,2,2,3,3,4]",5,"def remove_duplicates(nums):    if not nums:        return 0    write = 1    for read in range(1, len(nums)):        if nums[read] != nums[read - 1]:            nums[write] = nums[read]            write += 1    return write","Se utiliza un puntero de lectura para recorrer el arreglo y un puntero de escritura para colocar los elementos únicos. Cada vez que se detecta un valor distinto al anterior, se copia en la posición correspondiente.",O(n),O(1)
ex_0029,facil,two_pointers,"Dado un arreglo de enteros y un valor específico, elimina todas las apariciones de ese valor directamente en el arreglo. Devuelve la cantidad de elementos que permanecen después de la eliminación.",Un arreglo de enteros y un valor entero a eliminar.,Un entero que representa la cantidad de elementos distintos del valor eliminado.,El arreglo puede estar vacíoEl orden final de los elementos no importaLa modificación debe realizarse directamente sobre el arreglo,"nums = [0,1,2,2,3,0,4,2], val = 2",5,"def remove_element(nums, val):    write = 0    for read in range(len(nums)):        if nums[read] != val:            nums[write] = nums[read]            write += 1    return write",Se recorre el arreglo con un puntero de lectura y se copian únicamente los valores distintos de val en las primeras posiciones del arreglo usando un puntero de escritura.,O(n),O(1)
ex_0030,facil,strings,"Dadas dos cadenas, determina el índice de la primera aparición de la segunda cadena dentro de la primera. Si no existe tal aparición, devuelve -1.",Dos cadenas de texto: una cadena principal y una subcadena a buscar.,Un entero que indica el índice de la primera aparición de la subcadena o -1 si no se encuentra.,Ambas cadenas tienen longitud positivaLas cadenas contienen solo letras minúsculasLa coincidencia debe ser exacta y continua,"haystack = ""sadbutsad""needle = ""sad""",0,"def first_occurrence(haystack, needle):    n, m = len(haystack), len(needle)    if m > n:        return -1    for i in range(n - m + 1):        if haystack[i:i + m] == needle:            return i    return -1","Se recorre la cadena principal comparando subcadenas del mismo tamaño que la cadena buscada. Cuando se encuentra una coincidencia exacta, se devuelve el índice inicial.",O(n · m),O(1)
ex_0031,dificil,bitwise,"Dados dos enteros, calcula el resultado de dividir el primero entre el segundo sin utilizar los operadores de multiplicación, división ni módulo. El resultado debe truncarse hacia cero y respetar los límites de enteros con signo de 32 bits.",Dos enteros: el dividendo y el divisor.,Un entero que representa el cociente truncado de la división.,"El divisor nunca es ceroEl resultado debe estar en el rango de enteros de 32 bitsNo se pueden usar operadores de multiplicación, división ni módulo",dividend = 7divisor = -3,-2,"def divide(dividend, divisor):    INT_MAX = 2**31 - 1    INT_MIN = -2**31    if dividend == INT_MIN and divisor == -1:        return INT_MAX    sign = -1 if (dividend < 0) ^ (divisor < 0) else 1    a, b = abs(dividend), abs(divisor)    result = 0    while a >= b:        temp, multiple = b, 1        while a >= (temp << 1):            temp <<= 1            multiple <<= 1        a -= temp        result += multiple    return sign * result",Se utiliza resta repetida optimizada mediante duplicación exponencial (desplazamientos de bits) para reducir el número de operaciones. Se controla el signo y se maneja explícitamente el caso de overflow.,O(log n),O(1)
ex_0032,dificil,sliding_window,"Dada una cadena s y una lista de palabras words (todas de la misma longitud), encuentra todos los índices donde comienza un segmento de s que puede formarse concatenando cada palabra de words exactamente una vez, en cualquier orden, sin caracteres extra entre ellas. Devuelve los índices de inicio.",s: cadena de letras minúsculaswords: lista de cadenas (todas con la misma longitud),Una lista de enteros con los índices de inicio de cada concatenación válida.,1 ? longitud de s ? 10 0001 ? cantidad de palabras ? 5000Todas las palabras tienen la misma longitud,"s = ""barfoothefoobarman""words = [""foo"", ""bar""]","[0, 9]","from collections import Counter, defaultdictdef find_substring(s, words):    if not s or not words:        return []    word_len = len(words[0])    total_words = len(words)    window_len = word_len * total_words    n = len(s)    need = Counter(words)    ans = []    # Recorremos por ""offsets"" para alinear el corte de palabras    for start in range(word_len):        left = start        seen = defaultdict(int)        matched = 0        # right avanza de palabra en palabra        for right in range(start, n - word_len + 1, word_len):            w = s[right:right + word_len]            if w in need:                seen[w] += 1                matched += 1                # Si se excede el conteo permitido, contraer desde la izquierda                while seen[w] > need[w]:                    left_word = s[left:left + word_len]                    seen[left_word] -= 1                    left += word_len                    matched -= 1                # Si tenemos exactamente total_words palabras en ventana, registrar                if matched == total_words:                    ans.append(left)                    # Mover ventana quitando la palabra más a la izquierda                    left_word = s[left:left + word_len]                    seen[left_word] -= 1                    left += word_len                    matched -= 1            else:                # Reiniciar ventana si encontramos palabra no válida                seen.clear()                matched = 0                left = right + word_len    return ans","Como todas las palabras tienen la misma longitud, se recorre s en bloques de tamaño fijo. Para cada offset se usa una ventana deslizante que mantiene conteos de palabras vistas y se ajusta cuando algún conteo excede el requerido. Cuando la ventana contiene exactamente todas las palabras, se guarda el índice.",O(n),O(m) donde m es el número de palabras distintas
ex_0033,dificil,sorting,"Dado un arreglo de enteros, reordénalo para obtener la siguiente permutación en orden lexicográfico. Si no existe una permutación mayor, reordena el arreglo a la permutación más pequeña posible (orden ascendente). La modificación debe hacerse directamente sobre el arreglo usando memoria extra constante.",Un arreglo de enteros.,El mismo arreglo modificado para representar la siguiente permutación lexicográfica.,1 ? longitud del arreglo ? 100Los valores pueden repetirseLa transformación debe hacerse in-place con memoria constante,"nums = [1,2,3]","[1,3,2]","def next_permutation(nums):    n = len(nums)    # 1) encontrar el primer índice i desde la derecha tal que nums[i] < nums[i+1]    i = n - 2    while i >= 0 and nums[i] >= nums[i + 1]:        i -= 1    if i >= 0:        # 2) encontrar desde la derecha el primer nums[j] > nums[i]        j = n - 1        while nums[j] <= nums[i]:            j -= 1        nums[i], nums[j] = nums[j], nums[i]    # 3) revertir el sufijo (i+1 .. n-1) para dejarlo en el orden mínimo    left, right = i + 1, n - 1    while left < right:        nums[left], nums[right] = nums[right], nums[left]        left += 1        right -= 1","explicacion_breveSe localiza un pivote donde el arreglo deja de ser no creciente desde la derecha. Al intercambiar el pivote con el menor elemento mayor que él en el sufijo y luego revertir ese sufijo, se obtiene la siguiente permutación lexicográfica mínima posible.",O(n),
ex_0034,dificil,stack,"Dada una cadena formada únicamente por paréntesis de apertura y cierre, devuelve la longitud del substring contiguo más largo que sea una secuencia de paréntesis correctamente balanceada.",Una cadena compuesta solo por ( y ).,Un entero que representa la longitud máxima de un substring válido.,0 ? longitud de la cadena ? 30 000La cadena contiene únicamente ( y )El substring debe ser contiguo,"s = "")()())""",4,"def longest_valid_parentheses(s: str) -> int:    best = 0    stack = [-1]  # índice base para calcular longitudes    for i, ch in enumerate(s):        if ch == '(':            stack.append(i)        else:            stack.pop()            if not stack:                stack.append(i)  # nuevo punto base            else:                best = max(best, i - stack[-1])    return best","Se guardan índices de paréntesis abiertos en una pila. Cuando aparece un cierre, se intenta emparejar; si no es posible, se reinicia el punto base. Si sí es posible, la longitud del substring válido termina en i y comienza después del índice en la cima de la pila.",O(n),O(n)
ex_0035,intermedio,sorting,"Se tiene un arreglo de enteros distintos que originalmente estaba ordenado de forma ascendente, pero pudo haber sido rotado en algún punto. Dado un valor objetivo, devuelve su índice si existe en el arreglo, o -1 si no aparece. El algoritmo debe ejecutarse en tiempo logarítmico.","Un arreglo de enteros distintos, ordenado y posiblemente rotadoUn entero objetivo target",Un entero: el índice de target o -1 si no está.,1 ? longitud del arreglo ? 5000Todos los valores del arreglo son únicosSe requiere complejidad O(log n),"nums = [4,5,6,7,0,1,2]target = 0",4,"def search_rotated(nums, target):    left, right = 0, len(nums) - 1    while left <= right:        mid = (left + right) // 2        if nums[mid] == target:            return mid        # Identificar qué mitad está ordenada        if nums[left] <= nums[mid]:            # mitad izquierda ordenada            if nums[left] <= target < nums[mid]:                right = mid - 1            else:                left = mid + 1        else:            # mitad derecha ordenada            if nums[mid] < target <= nums[right]:                left = mid + 1            else:                right = mid - 1    return -1","Se usa búsqueda binaria. En cada paso, al menos una mitad del arreglo está ordenada. Se determina cuál mitad está ordenada y se decide si el objetivo podría estar dentro de esa mitad; si no, se continúa en la otra mitad.",O(log n),O(1)
ex_0036,intermedio,binary_search,"Dado un arreglo de enteros ordenado en forma no decreciente y un valor objetivo, encuentra el índice de la primera y la última aparición de dicho valor. Si el valor no existe en el arreglo, devuelve [-1, -1]. El algoritmo debe ejecutarse en tiempo logarítmico.",nums: arreglo de enteros ordenadotarget: entero objetivo,"Un arreglo de dos enteros [inicio, fin] que representa el rango donde aparece el valor objetivo.",El arreglo puede estar vacíoEl arreglo está ordenado en forma no decrecienteSe requiere complejidad O(log n),"nums = [5,7,7,8,8,10]target = 8","[3,4]","def search_range(nums, target):    def find_left():        l, r = 0, len(nums) - 1        res = -1        while l <= r:            m = (l + r) // 2            if nums[m] >= target:                r = m - 1            else:                l = m + 1            if nums[m] == target:                res = m        return res    def find_right():        l, r = 0, len(nums) - 1        res = -1        while l <= r:            m = (l + r) // 2            if nums[m] <= target:                l = m + 1            else:                r = m - 1            if nums[m] == target:                res = m        return res    return [find_left(), find_right()]",Se realizan dos búsquedas binarias independientes: una para localizar la primera aparición del valor objetivo y otra para la última. En ambas se continúa buscando aun después de encontrar el valor para ajustar el rango correctamente.,O(log n),O(1)
ex_0037,facil,binary_search,"Dado un arreglo de enteros distintos ordenado de forma ascendente y un valor objetivo, devuelve el índice donde se encuentra el objetivo. Si no existe, devuelve el índice donde debería insertarse para mantener el orden.",nums: arreglo de enteros ordenadotarget: entero objetivo,Un entero que indica el índice donde se encuentra el objetivo o donde debería insertarse.,El arreglo contiene valores distintosEl arreglo está ordenado en forma ascendenteSe requiere complejidad O(log n),"nums = [1,3,5,6]target = 2",1,"def search_insert(nums, target):    left, right = 0, len(nums) - 1    while left <= right:        mid = (left + right) // 2        if nums[mid] == target:            return mid        elif nums[mid] < target:            left = mid + 1        else:            right = mid - 1    return left","Se utiliza búsqueda binaria. Si el objetivo no se encuentra, el puntero izquierdo termina señalando la posición correcta donde el valor debería insertarse para conservar el orden del arreglo.",O(log n),O(1)
ex_0038,intermedio,hashmaps,"Dado un tablero 9×9 de Sudoku parcialmente lleno, determina si es válido según estas reglas: cada fila, cada columna y cada subcuadro 3×3 no debe contener dígitos repetidos (ignorando las celdas vacías). No es necesario que el Sudoku sea resoluble, solo validar el estado actual.",board: matriz 9×9 de caracteres ('1' a '9' o '.'),Un booleano que indica si el tablero es válido.,El tablero siempre es de tamaño 9×9Cada celda es un dígito '1' a '9' o '.'Solo se validan las celdas llenas (no '.'),"board = [[""5"",""3"",""."",""."",""7"",""."",""."",""."","".""],[""6"",""."",""."",""1"",""9"",""5"",""."",""."","".""],[""."",""9"",""8"",""."",""."",""."",""."",""6"","".""],[""8"",""."",""."",""."",""6"",""."",""."",""."",""3""],[""4"",""."",""."",""8"",""."",""3"",""."",""."",""1""],[""7"",""."",""."",""."",""2"",""."",""."",""."",""6""],[""."",""6"",""."",""."",""."",""."",""2"",""8"","".""],[""."",""."",""."",""4"",""1"",""9"",""."",""."",""5""],[""."",""."",""."",""."",""8"",""."",""."",""7"",""9""]]",TRUE,def is_valid_sudoku(board):    rows = [set() for _ in range(9)]    cols = [set() for _ in range(9)]    boxes = [set() for _ in range(9)]  # 0..8 para subcuadros 3x3    for r in range(9):        for c in range(9):            val = board[r][c]            if val == '.':                continue            b = (r // 3) * 3 + (c // 3)            if val in rows[r] or val in cols[c] or val in boxes[b]:                return False            rows[r].add(val)            cols[c].add(val)            boxes[b].add(val)    return True,"Se usan conjuntos para registrar los dígitos ya vistos por fila, columna y subcuadro 3×3. Para cada celda no vacía, se verifica si ya apareció en alguna de esas estructuras; si sí, el tablero es inválido.",O(1),O(1)
ex_0039,dificil,backtracking,"Dado un tablero 9×9 de Sudoku parcialmente lleno, completa el tablero llenando las celdas vacías (marcadas con '.') de forma que se cumplan las reglas: cada fila, columna y subcuadro 3×3 contenga los dígitos del 1 al 9 sin repetición. Se garantiza que el tablero tiene una única solución.",board: matriz 9×9 de caracteres ('1' a '9' o '.'),El mismo board modificado in-place con la solución completa.,El tablero siempre es 9×9Las celdas vacías se indican con '.'Se garantiza que existe una única solución válida,"board = [[""5"",""3"",""."",""."",""7"",""."",""."",""."","".""],[""6"",""."",""."",""1"",""9"",""5"",""."",""."","".""],[""."",""9"",""8"",""."",""."",""."",""."",""6"","".""],[""8"",""."",""."",""."",""6"",""."",""."",""."",""3""],[""4"",""."",""."",""8"",""."",""3"",""."",""."",""1""],[""7"",""."",""."",""."",""2"",""."",""."",""."",""6""],[""."",""6"",""."",""."",""."",""."",""2"",""8"","".""],[""."",""."",""."",""4"",""1"",""9"",""."",""."",""5""],[""."",""."",""."",""."",""8"",""."",""."",""7"",""9""]]","[[""5"",""3"",""4"",""6"",""7"",""8"",""9"",""1"",""2""],[""6"",""7"",""2"",""1"",""9"",""5"",""3"",""4"",""8""],[""1"",""9"",""8"",""3"",""4"",""2"",""5"",""6"",""7""],[""8"",""5"",""9"",""7"",""6"",""1"",""4"",""2"",""3""],[""4"",""2"",""6"",""8"",""5"",""3"",""7"",""9"",""1""],[""7"",""1"",""3"",""9"",""2"",""4"",""8"",""5"",""6""],[""9"",""6"",""1"",""5"",""3"",""7"",""2"",""8"",""4""],[""2"",""8"",""7"",""4"",""1"",""9"",""6"",""3"",""5""],[""3"",""4"",""5"",""2"",""8"",""6"",""1"",""7"",""9""]]","def solve_sudoku(board):    rows = [set() for _ in range(9)]    cols = [set() for _ in range(9)]    boxes = [set() for _ in range(9)]    empties = []    for r in range(9):        for c in range(9):            v = board[r][c]            if v == '.':                empties.append((r, c))            else:                b = (r // 3) * 3 + (c // 3)                rows[r].add(v)                cols[c].add(v)                boxes[b].add(v)    digits = [str(d) for d in range(1, 10)]    def candidates(r, c):        b = (r // 3) * 3 + (c // 3)        used = rows[r] | cols[c] | boxes[b]        return [d for d in digits if d not in used]    def backtrack(i):        if i == len(empties):            return True        # Heurística simple: escoger la celda con menos candidatos (MRV)        best = i        best_cands = None        for j in range(i, len(empties)):            r, c = empties[j]            cands = candidates(r, c)            if best_cands is None or len(cands) < len(best_cands):                best_cands = cands                best = j                if len(best_cands) == 1:                    break        empties[i], empties[best] = empties[best], empties[i]        r, c = empties[i]        b = (r // 3) * 3 + (c // 3)        for d in candidates(r, c):            board[r][c] = d            rows[r].add(d)            cols[c].add(d)            boxes[b].add(d)            if backtrack(i + 1):                return True            rows[r].remove(d)            cols[c].remove(d)            boxes[b].remove(d)            board[r][c] = '.'        return False    backtrack(0)","Se usa backtracking para llenar celdas vacías probando dígitos válidos según fila, columna y subcuadro. Para acelerar, se mantiene un registro de dígitos usados con conjuntos y se elige primero la celda con menos opciones (heurística MRV), reduciendo el branching.",O(2^n),O(1)
ex_0040,intermedio,strings,"Dado un entero positivo n, genera el término número n de la secuencia Count and Say, donde cada término describe al anterior usando codificación por longitud de corrida (run-length encoding).",n: entero positivo,Una cadena que representa el término n de la secuencia,"1 ? n ? 30La secuencia inicia con ""1""Cada término se genera describiendo el anterior",n = 4,"""1211""","def count_and_say(n):    s = ""1""    for _ in range(n - 1):        result = []        i = 0        while i < len(s):            count = 1            while i + 1 < len(s) and s[i] == s[i + 1]:                count += 1                i += 1            result.append(str(count))            result.append(s[i])            i += 1        s = """".join(result)    return s","Se inicia desde el primer término ""1"" y se itera n-1 veces. En cada iteración se recorre la cadena actual contando caracteres consecutivos iguales y se construye la nueva descripción con pares (cantidad, carácter).",O(n * L),O(L)
ex_0041,intermedio,backtracking,"Dado un arreglo de enteros distintos candidates y un entero target, encuentra todas las combinaciones únicas de números que sumen exactamente target. Un número puede usarse un número ilimitado de veces. Devuelve todas las combinaciones.",candidates: arreglo de enteros distintostarget: entero objetivo,"Una lista de listas, donde cada lista interna es una combinación que suma target.",Los valores en candidates son distintosSe puede reutilizar el mismo número múltiples vecestarget es pequeño y el número de combinaciones válidas es acotado,"candidates = [2,3,6,7]target = 7","[[2,2,3],[7]]","def combination_sum(candidates, target):    candidates.sort()    res = []    def dfs(start, remaining, path):        if remaining == 0:            res.append(path[:])            return        for i in range(start, len(candidates)):            x = candidates[i]            if x > remaining:                break            path.append(x)            dfs(i, remaining - x, path)   # i (no i+1) para permitir repetir            path.pop()    dfs(0, target, [])    return res","def combination_sum(candidates, target):    candidates.sort()    res = []    def dfs(start, remaining, path):        if remaining == 0:            res.append(path[:])            return        for i in range(start, len(candidates)):            x = candidates[i]            if x > remaining:                break            path.append(x)            dfs(i, remaining - x, path)   # i (no i+1) para permitir repetir            path.pop()    dfs(0, target, [])    return res",O(n^2),O(target)
ex_0042,intermedio,backtracking,"Dado un arreglo de enteros candidates (puede contener duplicados) y un entero target, encuentra todas las combinaciones únicas cuyos elementos sumen exactamente target. Cada elemento del arreglo puede usarse como máximo una vez en la combinación. No se permiten combinaciones duplicadas.",candidates: arreglo de enteros (puede contener duplicados)target: entero objetivo,"Una lista de listas, donde cada lista interna es una combinación única que suma target.",Cada elemento puede usarse a lo sumo una vezEl arreglo puede contener valores repetidosNo deben existir combinaciones duplicadas en la salida,"candidates = [10,1,2,7,6,1,5]target = 8","[[1,1,6],[1,2,5],[1,7],[2,6]]","def combination_sum2(candidates, target):    candidates.sort()    res = []    def dfs(start, remaining, path):        if remaining == 0:            res.append(path[:])            return        for i in range(start, len(candidates)):            x = candidates[i]            # saltar duplicados en el mismo nivel de decisión            if i > start and candidates[i] == candidates[i - 1]:                continue            if x > remaining:                break            path.append(x)            dfs(i + 1, remaining - x, path)  # i+1: cada número una sola vez            path.pop()    dfs(0, target, [])    return res","Se ordena el arreglo y se hace backtracking. Para evitar combinaciones duplicadas, cuando dos valores iguales aparecen consecutivos, solo se permite tomar el primero en cada nivel de la recursión. Además, al llamar recursivamente se avanza a i+1 para no reutilizar el mismo elemento.",O(n^2),O(target)
ex_0043,dificil,arrays,"Dado un arreglo de enteros desordenado nums, regresa el entero positivo más pequeño que no esté presente en el arreglo. Debes implementar un algoritmo que funcione en tiempo O(n) y utilice espacio auxiliar O(1).",nums: arreglo de enteros,Entero positivo faltante más pequeño,1 <= len(nums) <= 10^5-2^31 <= nums[i] <= 2^31 - 1,"nums = [3,4,-1,1]",2,"def firstMissingPositive(nums):    n = len(nums)    i = 0    while i < n:        x = nums[i]        if 1 <= x <= n and nums[x - 1] != x:            nums[i], nums[x - 1] = nums[x - 1], nums[i]        else:            i += 1    for i in range(n):        if nums[i] != i + 1:            return i + 1    return n + 1","La idea es colocar cada número positivo x en la posición x-1 si está dentro del rango válido. Después de reorganizar el arreglo, se recorre buscando el primer índice i donde nums[i] != i+1, lo que indica que ese número falta. Si todos coinciden, entonces el menor positivo faltante es n+1.",O(n),O(1)
ex_0044,dificil,two_pointers,"Dado un arreglo height de n enteros no negativos que representa un mapa de elevación (cada barra tiene ancho 1), calcula cuánta agua puede atraparse después de llover entre las barras.",height: arreglo de enteros no negativos (alturas),Un entero: unidades totales de agua atrapada,n == len(height)1 <= n <= 2 * 10^40 <= height[i] <= 10^5,"height = [0,1,0,2,1,0,1,3,2,1,2,1]",6,"def trap(height):    l, r = 0, len(height) - 1    left_max, right_max = 0, 0    water = 0    while l < r:        if height[l] <= height[r]:            if height[l] >= left_max:                left_max = height[l]            else:                water += left_max - height[l]            l += 1        else:            if height[r] >= right_max:                right_max = height[r]            else:                water += right_max - height[r]            r -= 1    return water","Se usan dos punteros (izquierda y derecha) y se mantienen los máximos vistos desde cada lado (left_max, right_max).Siempre se avanza el lado con menor altura porque ese lado limita el agua atrapable en esa posición.El agua en una posición es max_lado - altura_actual cuando el máximo del lado ya es mayor que la altura.",O(n),O(1)
ex_0045,intermedio,strings,"Dadas dos cadenas num1 y num2 que representan enteros no negativos, regresa su producto también como una cadena. No está permitido usar BigInteger ni convertir directamente las cadenas a enteros.",num1: string de dígitosnum2: string de dígitos,String que representa el producto,"1 <= len(num1), len(num2) <= 200","num1 = ""123""num2 = ""456""","""56088""","def multiply(num1, num2):    if num1 == ""0"" or num2 == ""0"":        return ""0""    n, m = len(num1), len(num2)    result = [0] * (n + m)    for i in range(n - 1, -1, -1):        for j in range(m - 1, -1, -1):            mul = (ord(num1[i]) - 48) * (ord(num2[j]) - 48)            pos1 = i + j            pos2 = i + j + 1            total = mul + result[pos2]            result[pos2] = total % 10            result[pos1] += total // 10    # eliminar ceros iniciales    i = 0    while i < len(result) and result[i] == 0:        i += 1    return """".join(str(d) for d in result[i:])",Se simula la multiplicación manual dígito por dígito. Cada producto parcial se acumula en un arreglo de tamaño n+m. Después se manejan los acarreo (carry) y finalmente se eliminan los ceros iniciales para construir la cadena final.,O(n * m),O(n * m)
ex_0046,dificil,greedy,"Dadas una cadena s y un patrón p, implementa wildcard matching donde:'?' coincide con cualquier un caracter.'*' coincide con cualquier secuencia de caracteres (incluyendo vacío).El matching debe cubrir toda la cadena s (no parcial).","s: string (solo letras minúsculas)p: string (letras minúsculas, '?' o '*')","Boolean: true si p coincide con toda s, si no false","0 <= len(s), len(p) <= 2000s contiene solo [a-z]p contiene [a-z], '?' o '*'","s = ""aa""p = ""*""",TRUE,"def isMatch(s, p):    i = 0  # puntero en s    j = 0  # puntero en p    star = -1          # última posición de '*' en p    match_i = 0        # posición en s que corresponde al match después del '*'    while i < len(s):        # Caso 1: caracteres iguales o '?'        if j < len(p) and (p[j] == s[i] or p[j] == '?'):            i += 1            j += 1        # Caso 2: encontramos '*'        elif j < len(p) and p[j] == '*':            star = j            match_i = i            j += 1        # Caso 3: mismatch, pero ya vimos un '*', entonces ""expandimos"" el '*'        elif star != -1:            j = star + 1            match_i += 1            i = match_i        # Caso 4: mismatch sin '*'        else:            return False    # Consumir '*' restantes (pueden representar vacío)    while j < len(p) and p[j] == '*':        j += 1    return j == len(p)","Se usa un enfoque greedy con dos punteros. Cuando aparece '*', se guarda su posición y el índice actual en s. Si luego ocurre un mismatch, se retrocede el patrón a después del '*' y se incrementa cuánto abarca el '*' (haciendo que el '*' consuma un carácter más de s). Al final, se permiten '*' sobrantes porque pueden representar la cadena vacía.",O(n + m),O(1)
ex_0047,intermedio,greedy,"Dado un arreglo nums donde nums[i] indica el salto máximo desde el índice i, empieza en el índice 0 y regresa el número mínimo de saltos necesarios para llegar al índice n-1. Se garantiza que siempre es posible llegar.",nums: arreglo de enteros (saltos máximos),Entero: mínimo número de saltos para llegar al final,1 <= len(nums) <= 10^40 <= nums[i] <= 1000Se garantiza que puedes llegar a n-1,"nums = [2,3,1,1,4]",2,"def jump(nums):    n = len(nums)    jumps = 0    current_end = 0    farthest = 0    for i in range(n - 1):        farthest = max(farthest, i + nums[i])        if i == current_end:            jumps += 1            current_end = farthest    return jumps","Se recorre el arreglo manteniendo el alcance más lejano posible dentro del rango del salto actual. Cuando se llega al final de ese rango (current_end), se incrementa el contador de saltos y se actualiza el nuevo rango al farthest. Esto equivale a hacer capas tipo BFS pero en greedy.",O(n),O(1)
ex_0048,intermedio,backtracking,"Dado un arreglo nums de enteros distintos, regresa todas las permutaciones posibles. Puedes devolver la respuesta en cualquier orden.",nums: arreglo de enteros distintos,Lista de listas: todas las permutaciones posibles de nums,1 <= len(nums) <= 6-10 <= nums[i] <= 10Todos los enteros son únicos,"nums = [1,2,3]","[[1,2,3],[1,3,2],[2,1,3],[2,3,1],[3,1,2],[3,2,1]]",def permute(nums):    res = []    used = [False] * len(nums)    def dfs(path):        if len(path) == len(nums):            res.append(path[:])            return        for i in range(len(nums)):            if used[i]:                continue            used[i] = True            path.append(nums[i])            dfs(path)            path.pop()            used[i] = False    dfs([])    return res,"Se construyen permutaciones por backtracking: en cada paso se elige un número aún no usado, se agrega al camino actual y se continúa recursivamente. Cuando el camino alcanza longitud n, se guarda como una permutación válida.",O(n · n!),O(n) para la recursión + O(n · n!) para almacenar el resultado
ex_0049,facil,strings,"Dada una cadena s que contiene palabras y espacios, regresa la longitud de la última palabra. Una palabra es una subcadena máxima que consiste únicamente de caracteres que no son espacio.",s: string con letras y espacios,Entero: longitud de la última palabra,1 <= len(s) <= 10^4s solo contiene letras y espaciosExiste al menos una palabra,"s = "" fly me to the moon """,4,"def lengthOfLastWord(s):    i = len(s) - 1    while i >= 0 and s[i] == "" "":        i -= 1    length = 0    while i >= 0 and s[i] != "" "":        length += 1        i -= 1    return length","Se recorre la cadena desde el final, primero ignorando los espacios finales. Luego se cuenta cuántos caracteres consecutivos distintos de espacio aparecen, lo cual corresponde a la última palabra.",O(n),O(1)
ex_0050,facil,math,"Dado un arreglo digits que representa un número entero grande, donde cada elemento es un dígito y están ordenados de más significativo a menos significativo, incrementa el número en uno y regresa el arreglo resultante.",digits: arreglo de enteros (09),Arreglo de enteros con el número incrementado,1 <= len(digits) <= 1000 <= digits[i] <= 9No existen ceros a la izquierda,digits = [9],"[1,0]",def plusOne(digits):    i = len(digits) - 1    while i >= 0 and digits[i] == 9:        digits[i] = 0        i -= 1    if i >= 0:        digits[i] += 1        return digits    return [1] + digits,"Se comienza desde el último dígito. Mientras sea 9, se convierte en 0 y se propaga el acarreo hacia la izquierda. Si se encuentra un dígito menor que 9, se incrementa y se termina. Si todos eran 9, se agrega un 1 al inicio.",O(n),O(1)
ex_0051,facil,strings,"Dadas dos cadenas binarias a y b, regresa su suma también representada como una cadena binaria.",a: string binariob: string binario,String binario que representa la suma,"1 <= len(a), len(b) <= 10^4Solo contienen caracteres '0' y '1'No contienen ceros a la izquierda (excepto ""0"")","a = ""1010""b = ""1011""","""10101""","def addBinary(a, b):    i = len(a) - 1    j = len(b) - 1    carry = 0    res = []    while i >= 0 or j >= 0 or carry:        x = int(a[i]) if i >= 0 else 0        y = int(b[j]) if j >= 0 else 0        total = x + y + carry        res.append(str(total % 2))        carry = total // 2        i -= 1        j -= 1    return """".join(reversed(res))","Se simula la suma binaria empezando desde el final de ambas cadenas, manejando un acarreo. En cada paso se calcula el bit actual y el nuevo carry. Al final se invierte el resultado para obtener el orden correcto.",O(n),O(n)
